h_2005,facine3,p2_1,p2_8,p2_32,p2_69,p2_82,p2_5,p2_84,p2_70,p2_71,p4_10,p4_27,p4_33,p4_7_3,p4_15,p4_24,p4_35,np1,np2_1,np4_5,np4_18,renthog,percrent,bage,nsitlabdom,neducdom,nnumadtrab,havenegval,tienereal,cuentas,penseg,sideuda,tienefin,tiene,otraspr,valhog,allf,salcuentas,valpenseg,odeuhog,dvivpral,dpdte,deuoprop,dpdtehipo,deuhipv,hipo,phipo,perso,pperso,deuda_tarj,ptmos_tarj,otrasd,potrasd,adeuda,vdeuda,deuotros,actreales,actfinanc,riquezabr,riquezanet,percriq,deuinvref,deuveh,deubie,pagodeuda,alim,nodur,gvehic,gimpvehic,tvehic,timpvehic,p5_1,multipr,sex,educ,p2_2,p2_1.1,pagopr_vivpr,np2_5,p2_8.1,p2_9,p2_33,p2_35_1,p2_35_2,p2_35_3,p2_35a_1,p2_35a_2,p2_35a_3,p2_35a_4,p2_42_1,p2_43,rents,p7_4a,p7_4b,p2_23,p2_24,p2_25,p2_26,p2_39,pagopr_otr,p4_16,p4_40,p4_36,p4_25,s6_sum,s6_sum2,s6_sum3,s6_sum4,s6_sum5,s6_sum6,s6_sum7,s6_sum8,s6b_sum,s6b_sum_rent,p6_81,tipo_auton,direc,p5_1.1,empre,auton,riquezafin,deuda_vivienda,s6_owner,valor
3196,2223.38202452871,2,,2,2,2,240404.84,,,9015.18,2,2,2,12020.24,,,,3,1,1,0,17629,2,5,5,1,1,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240404.84,12020.24,252425.08,252425.08,3,0,0,0,0,7740,1860,0,0,0,0,1,1,1,2,1,2,0,240404.84,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
3197,3048.3176619574,2,1,1,2,2,110000,,,34099.6,2,2,2,8612.6,,,,3,1,1,0,53418.1514,5,4,4,2,2,0,1,1,0,0,1,1,9714.8,0,,35000,0,0,33656,0,0,1,33656,0,0,1,44000,0,0,0,0,1,77656,44000,86058.8,43612.6,163327.4,85671.4,2,0,44000,0,953.4,5400,12600,1,38464.77,1,36060.73,1,0,2,6,2,2,161,110000,1,0,1,2,,,1,,,,5,0,,,,0,,2,2,4857.4,0,,,,,0,0,0,0,0,0,1,0,0,0,2,0,,2,,,0,33656,1,0
3198,52.0417415887417,2,,1,2,2,360607.26,,,19364.2,1,1,2,6500,1202.02,,,2,1,1,0,26473.7804,3.2,4,1,3,1,0,1,0,1,0,1,1,97131.21,0,3005.06,0,19879.2,0,0,0,0,0,0,0,0,1,4500,0,0,0,0,1,4500,4500,457738.47,30586.28,488324.75,483824.75,4.2,4500,0,0,180,6000,6000,0,0,0,0,0,0,2,12,2,2,0,360607.26,,0,5,2,1,3,1,1,4,4,2,90,1100,,,0,,2,2,39308.105,0,60.1,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,4207.08,0,1,19879.2
3199,10305.9311738102,2,2,1,2,2,205510.2,,,24040.48,2,2,2,10000,,,,1,1,1,0,6222,1,4,4,2,0,0,1,0,1,0,1,1,120202.42,0,,0,32373.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325712.62,42373.6,368086.22,368086.22,4,0,0,0,0,3600,5054.4,0,0,1,5000,0,0,2,6,1,2,0,205510.2,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,30050.605,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,1,,,0,0,1,32373.6
3200,2389.83402339784,2,2,2,2,1,240404.84,3005.06,,30050.61,2,2,2,3641.4,,,,3,1,1,0,45752.0252,5,5,5,3,1,0.4,1,0,0,0,1,1,0,5655.21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240404.84,3641.4,252706.51,252706.51,3,0,0,0,0,6000,3600,0,0,1,1202.02,1,1,1,10,1,2,0,240404.84,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,1,0,0,0,0,0,1,0,,2,,,0,0,0,0
3201,4050.08580109199,2,2,1,2,2,51909,,,21780,2,1,2,4000,,,,1,1,1,0,9132.859,1,5,5,1,0,0,1,1,0,0,1,1,38000,0,45000,37654.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89909,86654.6,176563.6,176563.6,2.6,0,0,0,0,3600,50400,0,0,0,0,1,0,1,3,2,2,0,51909,2,0,1,2,,,1,,,,2,0,,,,0,,2,2,9500,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,45000,0,1,0
3202,511.976964418127,2,2,2,1,1,3e+05,1000,3000,8000,2,2,2,2000,,,,3,1,1,0,61955.3576,5.6,2,1,3,1,0,1,0,1,0,1,1,0,0,,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e+05,4400,305400,305400,4,0,0,0,0,6000,1200,0,0,1,6000,0,1,2,10,1,2,0,3e+05,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,0,0,2400
3203,2530.71609619582,2,,1,2,2,48080.97,,,13189.6,2,2,2,15025.3,,,,2,1,1,0,10207.191,1.4,5,5,1,0,0,1,0,0,0,1,1,13640.8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61721.77,15025.3,76747.07,76747.07,1.8,0,0,0,0,2810.4,2361.6,0,0,0,0,1,0,1,2,2,2,0,48080.97,,0,1,2,,,1,,,,6,0,,,,0,,2,2,3410.2,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,1,0
3204,3524.12401580223,3,,2,2,1,,6010.12,,24040.48,2,2,2,901.52,,,,2,0,1,0,0,1,3,4,1,0,0,1,0,1,0,1,1,0,0,,0,1202.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2103.54,8113.66,8113.66,1,0,0,0,0,2884.79992675781,2163.71997070313,0,0,0,0,0,1,2,3,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,1,,,0,0,0,1202.02
3205,5302.21454500586,1,,2,2,2,,,,5686.8,2,2,2,0,,,,1,0,0,0,4065.04,1,4,4,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,360,0,0,0,0,1,1,2,2,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,1,0,0,0,0,0,1,0,,2,,,0,0,0,0
3206,499.974140709941,2,,1,2,2,240404.84,,,2704.55,1,2,2,69116.39,1803.04,,,1,1,1,0,17357.0986,2.4,4,1,1,1,0,1,0,1,0,1,1,270455.45,0,,0,36060.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510860.29,106980.16,617840.45,617840.45,5,0,0,0,0,2400,4800,0,0,1,2704.56,0,0,1,4,2,2,0,240404.84,,0,1,0,,,1,,,,4,198.330001831055,2379.96,,,0,,2,2,67613.8625,0,480.81,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,1803.04,0,1,36060.73
3207,2550.40624102146,2,,2,2,2,601012.1,,,6010.12,2,2,2,,,,,2,1,0,0,16384.6,2,6,6,1,0,0,1,1,0,0,1,1,0,0,,12020.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601012.1,12020.24,613032.34,613032.34,5,0,0,0,0,7200,4800,0,0,0,0,1,1,1,2,2,2,0,601012.1,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,,,0,0,0,0
3208,2078.46429072148,2,2,1,2,1,120202.42,1803.04,,12020.24,2,2,2,90.15,,,,3,1,1,0,20822.96,3,5,5,1,0,0,1,0,0,0,1,1,54091.09,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174293.51,90.15,176186.7,176186.7,2.4,0,0,0,0,5400,3576,0,0,1,4207.08,1,0,1,2,1,2,0,120202.42,2,0,1,1,,,8,,,,2,0,,,,0,,2,2,13522.7725,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
3209,2601.36368058527,2,,2,2,2,90151.82,,,6010.12,2,2,2,17516.4,,,,3,1,1,0,43931.468,4.2,2,2,1,2,1,1,0,1,0,1,1,0,108182.18,,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90151.82,20516.4,218850.4,218850.4,3,0,0,0,0,3606.1201171875,2163.59985351563,0,0,1,6010.12,0,1,1,4,2,2,0,90151.82,,0,,,,,,,,,,0,,,,0,,1,,0,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,,1,2,1,0,0,0,3000
3210,7965.31087732794,2,2,2,2,2,252425.08,,,18030.36,2,2,2,6000,,,,4,1,1,0,53538.55747,5,2,1,3,2,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252425.08,6000,258425.08,258425.08,3,0,0,0,0,8400,3600,0,0,1,10500,1,1,1,10,1,2,0,252425.08,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
3211,2573.83444265023,2,,2,2,2,234394.72,,,24040.48,2,2,2,24040.48,,,,2,1,1,0,17755.514,2,5,5,2,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234394.72,24040.48,258435.2,258435.2,3,0,0,0,0,8400,5676,0,0,1,480.81,1,1,1,7,1,2,0,234394.72,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
3212,4634.28237649059,2,2,1,1,2,360607.26,,3000,30050.61,2,1,2,30000,,,,4,1,1,0,61028.08257,5.4,3,1,3,1,0,1,0,1,0,1,1,420708.47,0,40000,0,138000,0,0,1,116000,0,0,1,2000,0,0,0,0,0,0,1,118000,2000,665315.73,208000,989315.73,871315.73,5,0,0,2000,580,7200,12000,1,37000,1,40000,0,0,1,10,1,2,0,360607.26,2,0,1,1,,,1,,,,6,0,,,,0,,2,2,105177.1175,300,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,40000,116000,1,138000
3213,32.8895211702766,2,,2,1,1,601012.1,18030.36,250,60101.21,1,2,1,4000,90000,887782.4,80000,2,1,1,1,66804.577,5,2,6,3,1,1,1,1,1,1,1,1,0,4e+05,,80000,8000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601012.1,1155782.4,2174824.86,2174824.86,5,0,0,0,0,3600,3600,0,0,1,6010.12,0,1,1,12,1,2,0,601012.1,,0,,,,,,,,,,0,7200,,,0,,2,2,0,0,2000,,1400,0,0,1,0,0,0,0,0,0,2,2,2,1,1,1,2,3,1057782.4,0,0,8000
3214,2529.50836604071,1,,2,2,2,,,,4000,2,2,2,,,,,1,0,0,0,18666,2.8,2,1,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2100,300,0,0,0,0,1,1,1,6,,1,0,,,0,,,,,,,,,,0,,,,0,,1,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
3215,243.362931115075,2,,1,2,1,601012.1,1179.6,,26861.2,1,1,2,24040.48,300506.05,,,2,1,1,0,5658.27643,1,6,5,1,0,0,1,0,0,0,1,1,12842.2,0,16710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613854.3,341256.53,956290.43,956290.43,5,0,0,0,0,6436.8,11593.5603515625,0,0,0,0,1,0,1,4,1,2,0,601012.1,,0,1,2,,,3,,,,1,0,,,,0,,2,2,3210.55,0,4207.08,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,317216.05,0,1,0
3216,155.061463559597,2,2,1,1,1,528890.65,9015.18,30050.61,90151.82,2,2,2,24000,,,,2,1,1,0,173986.2008,6,5,6,1,2,1,1,1,1,0,1,1,1263971.61,246414.73,,15000,55000,0,0,0,0,0,0,1,63000,0,0,0,0,0,0,1,63000,63000,1792862.26,94000,2142292.17,2079292.17,5,63000,0,0,1214,18000,18000,0,0,1,480.81,0,0,1,4,1,2,0,528890.65,2,0,6,1,1,1,4,1,1,1,8,2200,29000,,,0,,2,2,315992.9025,0,,,,,0,1,0,0,0,0,0,0,2,2,2,3,1,1,2,3,0,0,1,55000
3217,248.290356814852,2,,2,2,2,74948.8,,,1202.02,2,2,2,,,,,2,1,0,0,15495.891,2.2,6,4,1,1,0,1,1,0,0,1,1,0,0,,24040.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74948.8,24040.48,98989.28,98989.28,1.8,0,0,0,0,2400,3000,0,0,0,0,1,1,2,1,1,2,0,74948.8,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
3218,340.62757671726,2,,1,1,2,330556.66,,1000,12000,1,1,1,120000,18000,,18000,3,1,1,0,180749.1,6,5,4,3,2,0,1,1,1,0,1,1,1440000,0,24000,120000,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770556.66,470000,2240556.66,2240556.66,5,0,0,0,0,10800,3600,0,0,1,3500,0,0,1,10,1,2,0,330556.66,,0,4,1,1,1,1,1,1,1,4,2000,10800,,,0,,1,2,360000,0,20,,1800,,0,0,0,0,1,0,0,0,0,0,1,0,,1,,,60000,0,1,170000
3219,274.125132835941,2,,2,1,2,4e+05,,5500,30000,2,1,2,252425,,,,1,1,1,0,28438.688,4,4,4,2,0,0,1,0,1,0,1,1,0,0,179000,0,32244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e+05,463669,863669,863669,5,0,0,0,0,5760,8640,0,0,1,4800,0,1,1,9,1,2,0,4e+05,,0,,,,,,,,,,0,14424,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,0,1,0,0,1,0,,1,,,179000,0,0,32244
3220,10308.741808143,2,,1,1,2,210354.24,,2000,15725,2,2,2,2000,,,,2,1,1,0,15034.8408,2,2,2,1,1,0,1,0,0,0,1,1,120202.42,0,,0,0,0,0,1,150253.03,0,0,0,0,0,0,0,0,0,0,1,150253.03,0,180303.63,2000,332556.66,182303.63,3,0,0,0,800,10320,10005.6,1,18030.36,1,15025.3,1,0,2,5,1,2,0,210354.24,,0,1,1,,,1,,,,7,0,,,,0,,1,1,60101.21,800,,,,,0,1,0,0,0,0,0,0,2,2,2,1,,2,2,1,0,150253.03,1,0
3221,2379.38811232493,2,1,1,1,1,120202.42,6010.12,15025.3,18030.36,2,2,2,8000,,,,4,1,1,0,56240.658,5,3,1,3,2,0,1,1,1,0,1,1,90151.82,0,,48000,13222.27,0,33055.67,1,27045.54,1,33055.67,0,0,1,22958.66,1,3000,0,0,1,86059.87,25958.66,150253.03,69222.27,285586.63,199526.76,3,0,4928.3,18030.36,1306.91000366211,6000,27600,0,0,1,13222.27,0,0,1,10,1,2,240.399993896484,120202.42,1,0,1,1,,,1,,,,2,0,,,,0,,2,2,22537.955,300.510009765625,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,60101.21,1,13222.27
3222,501.09506163738,2,,1,1,1,570961.5,12020.24,3606.07,42070.85,2,2,2,55000,,,,3,1,1,0,45841.622,4.6,4,6,2,1,1,1,0,0,1,1,1,501417.06,209881.43,,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072378.56,57000,1351280.23,1351280.23,5,0,0,0,0,6000,1200,0,0,1,15626.31,1,0,1,6,1,2,0,570961.5,,0,3,1,1,1,4,1,8,8,4,601.010009765625,7000,,,0,,2,2,125354.265,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,1,2,2,1,0,0,1,0
3223,3086.95245884476,2,,1,2,2,300506.05,,,1202.02,2,2,2,4000,,,,1,1,1,0,9572.3396,1.4,6,4,1,0,0,1,0,0,0,1,1,114192.29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414698.34,4000,418698.34,418698.34,4,0,0,0,0,2880,720,0,0,0,0,1,0,2,2,2,2,0,300506.05,,0,7,2,2,2,3,3,3,3,1,0,,,,0,,2,2,28548.0725,0,,,,,0,0,0,0,0,0,0,1,0,0,,0,,2,,,0,0,1,0
3224,4419.35739147519,2,,2,2,2,270455.45,,,18030.36,2,2,2,15025.3,,,,1,1,1,0,9307.6972,1.4,5,4,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270455.45,15025.3,285480.75,285480.75,3,0,0,0,0,2160,1440,0,0,0,0,1,1,2,4,1,2,0,270455.45,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
3225,965.421767867941,2,1,2,1,2,240000,,6000,20000,2,2,2,9000,,6000,,4,1,1,1,56636.792,5.4,2,6,2,0,0,1,0,0,0,1,1,0,0,,0,0,0,190000,0,0,1,190000,0,0,0,0,0,0,0,0,1,190000,0,50000,15000,255000,65000,1,0,0,0,1000,7200,7200,0,0,1,5000,1,1,1,6,1,2,1000,240000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,,,6000,190000,0,0
3226,178.722697937267,2,2,1,2,1,210354.24,1803.04,,18531.8,1,2,2,5409.11,19833.4,,,3,1,1,0,42724.1926,4.4,5,5,1,2,0,1,0,0,0,1,1,132222.66,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342576.9,25242.51,369622.45,369622.45,4,0,0,0,0,8654.52026367188,5769.71997070313,0,0,1,2404.05,1,0,1,2,1,2,0,210354.24,2,0,2,3,1,,1,4,,,4,72,700,,,0,,2,2,33055.665,0,641.8,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,19833.4,0,1,0
3227,1972.81639788892,2,2,1,1,2,180303.63,,3005.06,42070.85,1,1,2,4207.08,6010.12,,,4,1,1,0,35294.0876,4,3,1,2,1,0,1,1,0,0,1,1,36060.73,0,24040.48,24040.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216364.36,58298.16,274662.52,274662.52,3,0,0,0,0,10800,7874.4,0,0,1,9015.18,1,0,1,7,1,2,0,180303.63,2,0,1,1,,,4,,,,8,0,,,,0,,2,2,9015.1825,0,180.3,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,30050.6,0,1,0
3228,201.11625348859,2,1,2,2,2,260000,,,30000,2,1,2,20000,,,,2,1,1,0,77582.9476,5.8,1,6,3,1,1,1,1,1,0,1,1,0,1116230.43,6000,30000,15000,0,140000,0,0,0,0,0,0,0,0,0,0,0,0,1,140000,0,120000,71000,1447230.43,1307230.43,5,0,0,0,874.4,4800,19200,1,17000,1,13000,0,1,1,10,1,2,874.4,260000,1,1.75,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,1,0,0,0,0,0,0,1,1,1,3,1,1,1,3,6000,140000,0,15000
3229,292.501807732626,2,2,1,2,2,300506.05,,,16419.4,2,1,2,3005.06,,,,2,1,1,0,5910.9,1,5,4,1,0,0,1,0,0,0,1,1,536640.86,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837146.91,20005.06,857151.97,857151.97,5,0,0,0,0,3600,3000,0,0,1,2404.05,1,0,2,2,1,2,0,300506.05,2,0,2,1,1,,1,8,,,4,800,1500,,,0,,2,2,134160.215,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,17000,0,1,0
3230,2448.93666985375,2,,1,1,2,60101.21,,180,4808.1,2,1,2,31130.4,,,,5,1,1,0,23892.48,3,3,1,1,2,0,1,0,0,0,1,1,150253.03,0,30000,0,0,0,0,1,40000,0,0,0,0,0,0,0,0,0,0,1,40000,0,170354.24,61130.4,271484.64,231484.64,3,0,0,0,350,3600,2400,1,1350,1,11000,1,0,2,2,2,2,0,60101.21,,0,1,1,,,1,,,,2,0,,,,0,,2,2,37563.2575,350,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,30000,40000,1,0
3231,3585.38420227363,2,,1,2,2,120000,,,15025.3,2,2,2,300,,,,1,1,1,0,3733.2,1,5,5,1,0,0,1,0,0,0,1,1,60000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,300,180300,180300,3,0,0,0,0,1200,1680,0,0,0,0,1,0,2,2,1,2,0,120000,,0,1,1,,,3,,,,1,0,,,,0,,2,2,15000,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,1,0
3232,2045.50261809406,2,2,2,1,1,300506.05,1202.02,1081.82,15025.3,2,2,2,1800,,,,3,1,1,0,25930.185,3,3,1,2,1,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,4000,0,0,0,0,1,4000,4000,300506.05,1800,303508.07,299508.07,3,4000,0,0,80,7200,4800,0,0,1,1202.02,1,1,1,8,1,2,0,300506.05,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
3233,309.434130833496,2,,1,2,2,961619.37,,,66111.33,2,2,2,18000,,,,2,1,1,0,15803.88,2,6,5,1,0,0,1,0,0,0,1,1,390657.87,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352277.24,18000,1370277.24,1370277.24,5,0,0,0,0,4560,2040,0,0,1,601.01,1,0,1,2,2,2,0,961619.37,,0,3,2,2,2,1,1,1,1,4,127,1740,,,0,,2,2,97664.4675,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
3234,91.2878442557233,2,2,1,2,1,330556.66,24040.48,,49022,1,2,2,1803.04,15025.3,,,4,1,1,0,74684.98888,6,3,1,3,2,1,1,0,1,0,1,1,781315.73,180303.63,,0,30050.6,0,0,1,36060.73,0,0,0,0,0,0,0,0,0,0,1,36060.73,0,1075811.66,46878.94,1363095.44,1327034.71,5,0,0,0,300,1440,5772.1201171875,0,0,1,22838.46,0,0,1,10,1,2,0,330556.66,2,0,10,1,1,2,1,1,8,8,4,1341.41998291016,12020.24,,,0,,2,2,195328.9325,0,240.4,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,15025.3,36060.73,1,30050.6
3235,3559.52162725224,2,1,2,2,2,90000,,,2000,2,2,2,600,,,,1,1,1,0,8296,1,1,1,2,1,0,1,0,0,0,1,1,0,0,,0,0,0,7200,0,0,0,0,0,0,0,0,0,0,0,0,1,7200,0,82800,600,90600,83400,2,0,0,0,300,2400,1200,0,0,0,0,1,1,2,9,1,2,300,90000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,7200,0,0
3236,257.996704546628,97,,1,1,1,,36673.8,480.81,60101.21,1,1,2,6010.12,30050.61,,,1,0,1,0,148656.45954,6,6,4,1,0,0,1,1,0,0,1,1,57096.15,0,72121.44,148305.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57096.15,256487.37,350257.32,350257.32,3.8,0,0,0,0,6000,9600,0,0,0,0,1,0,2,2,,97,0,,,0,2,1,1,,8,8,,,4,530,7800,,,0,,2,,28548.075,0,200,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,102172.05,0,1,0
3237,4932.25573600663,2,1,2,2,2,180303.63,,,18030.36,2,2,2,,,,,4,1,0,0,34221,4,2,1,1,2,0,1,0,1,0,1,1,0,0,,0,1916.6,0,30050.61,0,0,1,30050.61,0,0,1,15025.3,0,0,0,0,1,45075.91,15025.3,150253.02,1916.6,182220.23,137144.32,2,0,15025.3,0,760.609985351563,9600,9600,1,16227.33,1,15025.3,0,1,1,4,1,2,360.609985351563,180303.63,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,30050.61,0,1916.6
3238,5651.09260947927,2,,1,2,2,300506.05,,,36000,2,2,2,360607.26,,,,5,1,1,0,123806.6004,6,3,4,1,2,1,1,0,1,0,1,1,865416.95,901518.16,,0,2000,0,0,1,120202.42,0,0,0,0,0,0,0,0,1,172457.2,1,292659.62,172457.2,1045720.58,362607.26,2430048.42,2137388.8,5,0,172457.2,0,8774.169921875,14400,9600,0,0,1,49282.99,0,0,2,4,1,2,0,300506.05,,0,2,1,1,,2,4,,,3,0,,,,0,,2,2,216354.2375,360,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,1,,,0,120202.42,1,2000
3239,665.356903031684,2,,2,1,2,240404.84,,600,18000,2,2,2,,,,,5,1,0.8,0,41065.2,4,5,5,1,1,0,1,0,0,0,0.8,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240404.84,966.6,241371.44,241371.44,3,0,0,0,0,2400,9600,0,0,1,15000,1,1,1,1,1,2,0,240404.84,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
3240,2170.53338723687,2,,1,2,2,60101.21,,,12020.24,2,2,2,8379.4,,,,3,1,1,0,25534.4658,3.2,3,1,1,1,0,1,0,0,0,1,1,1202.02,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61303.23,8379.4,69682.63,69682.63,2,0,0,0,0,3870,2130,0,0,1,9015.18,1,0,1,4,2,2,0,60101.21,,0,1,2,,,3,,,,1,0,,,,0,,2,2,300.505,0,,,,,0,0,1,0,0,0,0,0,0,0,2,0,,2,,,0,0,1,0
3241,8432.95188229714,2,2,2,2,2,300506.05,,,15025.3,2,1,2,,,,,2,1,0,0,19806.7,3,4,4,3,1,0,1,1,1,0,1,1,0,0,24000,12020.24,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300506.05,42020.24,342526.29,342526.29,4,0,0,0,0,12000,4800,0,0,1,4808.1,0,1,2,2,1,2,0,300506.05,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,1,,,24000,0,0,6000
3242,3166.46658111218,1,,2,1,2,,,200,6000,2,2,2,288,,,,1,0,1,0,5519.951,1,3,4,3,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,288,288,1,0,0,0,0,900,1500,0,0,0,0,1,1,2,10,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,0,0,0
3243,1939.04812953775,2,,2,2,2,89124.4,,,6963.8,2,2,2,9019.4,,,,1,1,1,0,3733.2,1,6,4,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89124.4,9019.4,98143.8,98143.8,2,0,0,0,0,1960.8,1039.2,0,0,0,0,1,1,2,4,2,2,0,89124.4,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,0,1,0,0,1,0,,2,,,0,0,0,0
