h_number,facine3,p2_1,p2_5,p2_8,p2_32,p2_69,p2_70,p2_71,p2_82,p2_84,p4_7_3,p4_10,p4_15,p4_24,p4_27,p4_33,p4_35,renthog,percrent,bage,nsitlabdom,neducdom,np2_1,nnumadtrab,np1,valhog,havenegval,tienereal,np4_5,np4_18,cuentas,penseg,sideuda,tienefin,tiene,otraspr,allf,salcuentas,valpenseg,odeuhog,dvivpral,dpdte,deuoprop,dpdtehipo,deuhipv,hipo,phipo,perso,pperso,otrasd,potrasd,adeuda,vdeuda,actreales,actfinanc,riquezabr,riquezanet,percriq,deuveh,deubie,deuinvref,pagodeuda,alim,nodur,gvehic,gimpvehic,tvehic,timpvehic,p5_1,multipr,sex,educ,p2_2,p2_1.1,pagopr_vivpr,np2_5,p2_8.1,p2_9,p2_33,p2_35_1,p2_35_2,p2_35_3,p2_35a_1,p2_35a_2,p2_35a_3,p2_35a_4,p2_42_1,p2_43,rents,p7_4a,p7_4b,p2_23,p2_24,p2_25,p2_26,p2_39,pagopr_otr,p4_16,p4_40,p4_36,p4_25,s6_sum,s6_sum2,s6_sum3,s6_sum4,s6_sum5,s6_sum6,s6_sum7,s6_sum8,s6b_sum,s6b_sum_rent,p6_81,tipo_auton,direc,p5_1.1,empre,auton,riquezafin,deuda_vivienda,s6_owner,valor
1909,3516.54217628667,2,120204,1,2,1,1502,9015,2,,2518.8,2,,,2,2,,43363.2,4.6,3,1,2,1,2,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,23439,0,0,1,23439,0,0,1,751,0,0,1,24190,96765,2518.8,122722.8,98532.8,3,0,751,0,453,5772,5052,0,0,1,2404,1,1,1,8,1,2,327,120204,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,23439,0,0
1910,2718.28754774351,1,,,2,1,1069,3066.2,2,,1183,2,,,2,2,,11579.6,1.6,5,5,1,0,0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180,1,180,0,1183,1183,1003,1,0,180,0,60,4800,600,0,0,0,0,1,1,1,2,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1911,364.807790681029,2,246000,,2,2,,12000,2,,3000,1,12000,,1,2,,25160,3,6,5,3,1,0,2,0,0,1,1,0,1,0,0,1,1,0,120000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246000,138000,384000,384000,5,0,0,0,0,4800,2400,0,0,0,0,1,1,1,11,1,2,0,246000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,500,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,132000,0,0,0
1912,6365.95605755318,3,,,2,1,900,30000,1,15000,15000,2,,,2,2,,95359.8,6,2,2,3,0,2,4,0,0,1,1,0,1,0,0,1,1,0,0,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69000,84000,84000,2,0,0,0,0,5400,9000,1,24800,1,24600,1,1,2,10,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,,2,2,1,0,0,0,0
1913,2894.94267847128,2,180000,2,2,2,,6000,2,,9801.8,1,12000,,2,2,,27180.8,3.6,5,5,1,1,1,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,21801.8,201801.8,201801.8,4,0,0,0,0,3600,3600,0,0,1,6000,1,1,1,2,1,2,0,180000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,534.2,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,12000,0,0,0
1914,3815.26599410693,2,120000,,2,2,,15000,2,,3000,2,,,2,2,,37856.2,4.2,5,4,1,1,1,5,0,0,1,1,0,1,0,0,1,1,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,15000,135000,135000,3,0,0,0,0,9600,9600,0,0,1,3000,1,1,2,2,1,2,0,120000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
1915,4458.74966001776,2,97155.8,,2,2,,18012,2,,1500,2,,,2,2,,10779,1.4,5,5,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,6900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97155.8,8400,105555.8,105555.8,2.6,0,0,0,0,4624.8,3775.2,0,0,0,0,1,1,2,2,1,2,0,97155.8,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1916,168.994060488234,2,96000,2,2,2,,3000,2,,150,2,,,2,2,,10500,1,6,5,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96000,150,96150,96150,2.6,0,0,0,0,1800,2520,0,0,0,0,1,1,2,2,1,2,0,96000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1917,93.6812478431179,2,90000,2,1,2,,60000,2,,14927.6,1,31872.6,,1,2,,51880,5.2,5,5,1,1,0,3,0,0,1,1,0,0,0,0,1,1,254649.8,18030,0,0,0,0,1,75315.4,0,0,0,0,0,0,0,0,1,75315.4,269334.4,64830.2,409480,334164.6,4.4,0,0,0,900,9000,12600,0,0,1,6000,1,0,1,2,1,2,0,90000,2,0,2,1,1,,1,5,,,2,900,10818,,,0,,2,2,63662.45,0,685.6,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,49902.6,75315.4,1,0
1918,276.473656462801,2,48000,2,1,2,,24000,1,3000,20110,1,8500,,1,2,,29062,4,2,2,2,1,2,3,60000,1,1,1,0,0,0,0,1,1,468000,60000,0,0,0,0,1,141000,0,0,0,0,0,0,0,0,1,141000,375000,88610,667610,526610,5,0,0,0,1600,4800,8640,0,0,1,27000,1,0,1,6,1,2,0,48000,2,0,2,1,1,,1,1,,,3,0,,,,0,,2,2,117000,900,162,,,,0,1,0,0,0,0,0,0,2,2,1,2,,2,2,1,68500,141000,1,0
1919,55.841914132737,2,132000,1,2,2,,12000,2,,3000,2,,,2,2,,35849.6,4.2,1,1,2,1,2,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,48000,0,0,1,48000,0,0,1,5000,0,0,1,53000,84000,3000,135000,82000,2,5000,0,0,483,1200,9600,0,0,1,15000,1,1,1,6,1,2,303,132000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,48000,0,0
1920,5821.49439690359,2,54000,2,1,2,,6000,2,,3000,2,,,2,2,,22784.8,3.2,2,1,2,1,1,4,0,0,1,1,0,0,0,0,1,1,9597.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63597.4,3000,66597.4,66597.4,2,0,0,0,0,6000,4800,0,0,1,4800,1,0,1,6,1,2,0,54000,2,0,1,1,,,4,,,,2,0,,,,0,,2,2,2399.35,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
1921,4556.58165262667,2,90151,2,2,2,,13000,2,,20000,2,,,2,2,,6040,1,3,2,1,1,1,1,10528.6,0.8,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90151,20000,120679.6,120679.6,3,0,0,0,0,2400,2400,0,0,0,0,1,1,2,5,1,2,0,90151,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,1,0,0,0,0,0,0,2,2,1,1,,2,2,1,0,0,0,0
1922,111.299814049634,2,189954.4,2,2,2,,5812.6,2,,3417.6,2,,,2,2,,23270,3.4,5,5,1,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189954.4,3417.6,193372,193372,3.6,0,0,0,0,4200,5400,0,0,1,2170.2,1,1,1,2,1,2,0,189954.4,2,0,,,,,,,,,,0,,,,0,,2,1.8,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1923,3723.69921544275,2,150253,,2,2,,4207,2,,526,2,,,2,2,,10887.2,1.4,6,5,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150253,526,150779,150779,3,0,0,0,0,2160,3252,0,0,0,0,1,1,2,2,1,2,0,150253,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1924,5280.91189553803,2,44072.6,1,2,1,1698,27000,2,,107,2,,,2,2,,17184,2,2,1,2,1,1,4,0,0,1,1,0,0,1,0,1,1,0,0,0,421.2,0,38000,0,0,1,38000,0,0,1,11900,0,0,1,49900,6072.6,528.2,44600.8,-5299.2,1.2,0,11900,0,620,7200,600,1,2000,1,20000,0,1,1,8,1,2,360,44072.6,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,38000,0,421.2
1925,3399.98194452848,2,120202,2,1,1,3005,30050,2,,7700,2,,,2,2,,34370,4,2,1,2,1,1,3,0,0,1,1,0,0,0,0,1,1,162273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282475,7700,290175,290175,4,0,0,0,0,3612,7188,0,0,1,12020,1,0,1,8,1,2,0,120202,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,40568.25,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
1926,217.041556188582,1,,,2,1,400,18000,2,,1000,2,,,2,1,6000,3960,1,3,1,3,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,7000,7000,1,0,0,0,0,4800,3600,0,0,0,0,1,1,1,10,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,235.2,,0,0,1,0,0,0,0,0,0,0,1,0,,2,,,6000,0,0,0
1927,428.556005969657,2,120000,,2,1,155,13200,2,,3000,2,,,2,2,,30200,4,2,1,3,1,2,3,0,0,1,1,0,0,1,0,1,1,0,0,0,4816.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,7816.8,127816.8,127816.8,3,0,0,0,0,8400,2400,0,0,1,3000,0,1,1,10,2,2,0,120000,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,0,0,4816.8
1928,184.032105882775,2,210360,,1,2,,9000,1,1986.4,12020,2,,,1,2,,30115.8,3.8,5,5,2,1,0,2,0,0,1,1,0,0,0,0,1,1,228461,48100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438821,60120,500927.4,500927.4,5,0,0,0,0,3600,600,0,0,1,1200,1,0,1,6,1,2,0,210360,,0,5,1,1,1,1,8,4,4,4,126,1512,,,0,,2,2,57115.25,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,48100,0,1,0
1929,4168.03101750507,1,,,2,1,240,9000,2,,200,2,,,2,2,,21000,3,2,1,2,0,1,4,0,0,0,1,0,0,1,1,1,1,0,0,0,360,90000,0,0,0,0,0,1,24009,0,0,0,0,1,24009,0,90560,90560,66551,2,0,24009,0,280,2880,7920,0,0,0,0,1,1,1,9,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1930,2894.94267847128,2,210000,,1,2,,18000,2,,24942.6,2,,,1,2,,50746,5,5,5,3,1,1,3,54000,1,1,1,0,0,0,0,1,1,120202,34586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330202,59528.6,443730.6,443730.6,5,0,0,0,0,14400,7200,0,0,1,9600,1,0,1,10,1,2,0,210000,,0,1,2,,,1,,,,2,0,,,,0,,2,2,30050.5,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,34586,0,1,0
1931,8386.15309299705,2,84039.2,,1,2,,6000,2,,1200,2,,,2,2,,26893.2,3.4,2,6,3,1,1,1,0,0,1,1,0,0,0,0,1,1,204885.8,0,0,0,0,0,1,40000,0,0,0,0,0,0,0,0,1,40000,248925,1200,290125,250125,4,0,0,0,300,3600,2400,0,0,0,0,1,0,1,10,2,2,0,84039.2,,0,1,1,,,1,,,,2,0,,,,0,,1,1.8,51221.45,300,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,2,,,0,40000,1,0
1932,4143.65583177763,2,120000,,2,1,3500,6000,2,,1080,2,,,2,2,,40126.8,4.2,1,1,3,1,1,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,1080,121080,121080,3,0,0,0,0,6960,2040,0,0,1,9900,1,1,1,10,1,2,0,120000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1933,2581.05265403069,2,226768,,2,2,,12141.2,2,,1179,2,,,2,2,,35000,4,4,4,1,1,0,2,0,0,1,1,0,1,0,0,1,1,0,0,18030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226768,19209,245977,245977,4,0,0,0,0,7920,6480,0,0,1,2000,1,1,2,2,1,2,0,226768,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
1934,3315.9041225024,2,150000,,2,2,,15000,2,,3975,2,,,2,2,,4320,1,6,4,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,3975,153975,153975,3,0,0,0,0,1440,1440,0,0,0,0,1,1,2,2,1,2,0,150000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
1935,479.756641047463,2,62000,,2,2,,12000,1,900,1800,2,,,2,2,,5213,1,5,4,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62000,1800,64700,64700,2,0,0,0,0,2280,2280,0,0,0,0,1,1,2,2,1,2,0,62000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,0,0,0
1936,226.765123652402,2,330000,,1,1,1200,25000,2,,600,1,9760.8,,2,2,,22674,3,5,4,1,1,0,2,0,0,1,1,0,0,1,0,1,1,240000,0,0,9613.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570000,19974.2,589974.2,589974.2,5,0,0,0,0,9288,-6168,0,0,1,9000,0,0,2,4,1,2,0,330000,,0,1,1,,,1,,,,2,0,,,,0,,2,2,60000,0,1200,,,,0,0,0,0,0,0,1,0,0,0,,0,,1,,,9760.8,0,1,9613.4
1937,112.32103641996,1,,,2,2,,6024,2,,3606,2,,,2,2,,5680,1,5,4,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,7212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10818,10818,10818,1,0,0,0,0,2880,1680,0,0,0,0,1,1,2,2,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
1938,3778.37647841353,2,360000,2,2,2,,18000,2,,9000,1,12000,,2,2,,14445,2,5,4,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000,45000,405000,405000,5,0,0,0,0,3600,5040,0,0,0,0,1,1,2,4,1,2,0,360000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,12000,0,0,0
1939,11217.0750025467,1,,,2,2,,2000,2,,,2,,,2,2,,7200,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2400,1200,1,1500,1,1300,1,1,1,8,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1940,4734.51611720278,3,,,2,2,,6238.2,2,,670.8,2,,,2,2,,6000,1,6,5,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670.8,670.8,670.8,1,0,0,0,0,2400,2400,0,0,0,0,1,1,2,2,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1941,5960.14937924883,1,,,2,1,72,6010,2,,2404,2,,,2,2,,26100.8,3.4,1,1,1,0,2,4,0,0,0,1,0,0,0,1,1,1,0,0,0,0,421,0,0,0,0,0,0,0,1,4808,1,1539,1,6347,0,2825,2825,-3522,1,4808,1539,0,211,2880,10116,1,7513,1,4808,1,1,2,4,,1,0,,,0,,,,,,,,,,0,,,,0,,1,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1942,327.035747024282,3,,,2,2,,4000,2,,300,2,,,2,2,,5250,1,1,1,3,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,11500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11800,11800,11800,1,0,0,0,0,3000,6600,0,0,1,5000,1,1,1,10,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1943,469.698939559947,2,90000,2,2,2,,6000,2,,8179,1,5694.4,,1,2,,12875,2,5,5,1,1,0,2,0,0,1,1,0,1,0,0,1,1,0,60100,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,163973.4,253973.4,253973.4,4,0,0,0,0,9288,72.0000000000018,0,0,0,0,1,1,2,4,1,2,0,90000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,0,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,65794.4,0,0,0
1944,4569.49943927078,2,18045,2,2,2,,3000,2,,1200,2,,,2,2,,4782,1,6,4,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18045,1200,19245,19245,1,0,0,0,0,3000,1200,0,0,0,0,1,1,2,2,1,2,0,18045,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
1945,364.807790681029,2,102237.8,2,2,2,,1200,2,,180,2,,,2,2,,6720,1,6,4,1,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102237.8,180,102417.8,102417.8,2.4,0,0,0,0,2160,1440,0,0,0,0,1,1,2,2,1,2,0,102237.8,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,0,0,0
1946,290.725198256058,2,300506,1,2,2,,37890,2,,4381.6,2,,,2,2,,71892.2,5.8,2,1,2,1,2,5,0,0,1,1,0,0,1,0,1,1,0,0,0,9186,0,54500,0,0,1,54500,0,0,0,0,0,0,1,54500,246006,13567.6,314073.6,259573.6,4,0,0,0,230,6000,7200,0,0,1,10000,0,1,2,8,1,2,230,300506,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,1,,,0,54500,0,9186
1947,4616.92037278321,2,108200,,2,2,,6000,2,,3498.8,2,,,2,2,,5294,1,5,5,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108200,3498.8,111698.8,111698.8,3,0,0,0,0,2880,1920,0,0,0,0,1,1,2,2,1,2,0,108200,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,0,0
1948,4216.6310922323,2,280000,,2,2,,18030,2,,100,2,,,2,2,,27415,3.4,3,4,1,1,1,3,45254.2,0.6,1,1,0,0,1,0,1,1,0,0,0,3495.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280000,3595.2,328849.4,328849.4,4.6,0,0,0,0,6000,8400,0,0,1,18000,0,1,2,4,1,2,0,280000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,1,,,0,0,0,3495.2
1949,3410.86436619311,1,,,2,2,,12000,2,,500,2,,,2,2,,27290.4,3.8,2,1,1,0,1,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,500,1,0,0,0,0,6000,1200,0,0,0,0,1,1,2,3,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1950,132.611693094795,1,,,2,1,2000,6000,2,,2633.6,2,,,1,2,,24385.4,3.2,4,4,1,0,1,3,0,0,0,1,0,0,1,0,1,1,0,6000,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20633.6,20633.6,20633.6,1,0,0,0,0,2880,720,0,0,0,0,0,1,2,2,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,1,,,6000,0,0,12000
1951,7735.59213586154,2,180368,2,2,2,,6000,2,,551.2,2,,,2,2,,7200,1,2,1,2,1,0,1,0,0,1,1,0,0.4,0,0,1,1,0,0,6208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180368,6759.2,187127.2,187127.2,3.8,0,0,0,0,2724,876,0,0,1,600,1,1,2,8,1,2,0,180368,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,1,0,0,0,0,0,0,0,2,0,,2,,,0,0,0,0
1952,3895.11286726549,2,29693.4,,2,2,,3000,2,,643.4,2,,,2,2,,3612,1,5,4,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29693.4,643.4,30336.8,30336.8,1.2,0,0,0,0,1440,1656,0,0,0,0,1,1,2,1,97,2,0,29693.4,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
1953,4063.69470212093,2,110000,,1,1,450,15000,1,5729.4,17000,1,9611.4,,1,2,,51320,5,2,1,2,1,2,5,0,0,1,1,0,1,1,0,1,1,53383.6,32400,80000,97131.6,0,0,1,79756,0,0,0,0,0,0,0,0,1,79756,83627.6,236143,405256,325500,4.6,0,0,0,512,6794.4,5913.6,1,24000,1,22000,0,0,2,6,1,2,0,110000,,0,1,1,,,1,,,,2,0,,,,0,,2,2,13345.9,512,45.2,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,42011.4,79756,1,20256
1954,3895.11286726549,2,90000,2,2,2,,9000,2,,12000,2,,,2,2,,11675.8,1.6,6,4,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,12000,102000,102000,3,0,0,0,0,3600,1200,0,0,0,0,1,1,2,2,1,2,0,90000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
1955,5346.9471659303,2,105243.4,2,2,2,,19212.8,2,,7800,1,16878.2,,2,2,,34480,4,4,6,3,1,2,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,13034,0,0,0,0,1,13034,105243.4,24678.2,129921.6,116887.6,2.8,0,0,13034,223,10975.2,3424.8,0,0,1,3000,1,1,1,10,1,2,0,105243.4,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,1000,,,,0,0,0,1,0,0,0,0,0,0,1,0,1,2,,,16878.2,0,0,0
1956,3500.89064998685,2,90151,2,2,1,72,18030,2,,1202,2,,,1,2,,7601,1,6,4,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,18030,18030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90151,37262,127413,127413,3,0,0,0,0,3600,1200,0,0,0,0,1,1,2,2,1,2,0,90151,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,18030,0,0,0
1957,4710.57400478892,2,84337,1,2,2,,6024,2,,10843,2,,,2,2,,17718,2,4,1,1,1,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,27108,0,0,1,27108,0,0,0,0,0,0,1,27108,57229,10843,95180,68072,2,0,0,0,360,2400,3360,0,0,1,2975,1,1,1,2,1,2,360,84337,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,27108,0,0
1958,4428.61232549328,2,130000,,1,2,,6000,2,,1300,2,,,2,2,,15605,2,6,4,1,1,0,1,0,0,1,1,0,1,0,0,1,1,12000,0,112000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142000,113300,255300,255300,4,0,0,0,0,2400,2400,0,0,0,0,1,0,2,2,1,2,0,130000,,0,1,1,,,4,,,,5,0,,,,0,,2,2,3000,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,1,0
1959,3290.35033288541,2,30000,,1,2,,12000,2,,400,2,,,2,2,,30298.6,3.8,4,5,1,1,0,3,0,0,1,1,0,0,0,0,1,1,48000,0,0,0,0,0,0,0,0,0,0,0,1,6600,0,0,1,6600,78000,400,78400,71800,2,6600,0,0,150,3600,3600,1,7200,1,7200,1,0,1,2,1,2,0,30000,,0,8,1,1,1,3,3,3,3,1,0,,,,0,,2,2,12000,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
1960,6667.61232517623,2,120000,1,2,2,,30000,2,,4430.8,2,,,2,2,,15900,2,2,1,2,1,2,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,1,6000,114000,4430.8,124430.8,118430.8,3,0,0,0,210,2400,1200,0,0,1,1200,1,1,1,6,1,2,210,120000,1,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,6000,0,0
1961,376.318930699977,2,180000,,1,2,,18000,2,,6010,2,,,2,2,,26964,4,5,6,3,1,0,3,0,0,1,1,0,0,0,0,1,1,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380000,6010,1386010,1386010,5,0,0,0,0,5760,8640,0,0,1,6000,1,0,1,12,2,2,0,180000,,0,3,1,1,1,5,1,1,1,4,1252,,,,0,,2,,3e+05,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,,,0,0,1,0
1962,126.860567217396,2,93504.8,,2,1,560.2,11772.4,2,,901,2,,,2,2,,19191.8,2.6,6,4,2,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93504.8,901,94405.8,94405.8,2.4,0,0,0,0,6000,3600,0,0,0,0,1,1,2,8,3,2,0,93504.8,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
