h_2008,facine3,p2_69,p2_84,p2_70,p4_7_3,p4_15,p4_24,p4_35,p4_43,np1,np2_1,np2_82,np2_5,np2_8,np4_5,np4_10,np4_18,np4_33,np4_27,renthog,percrent,bage,nsitlabdom,neducdom,nnumadtrab,haveneg,havenegval,tienereal,cuentas,np5_1,seguro,penseg,cart_gest,valdeuhog,havedeuhog,sideuda,tienefin,tiene,otraspr,valhog,allf,salcuentas,valor,valseg,valpenseg,odeuhog,dvivpral,dpdte,deuoprop,dpdtehipo,deuhipv,hipo,phipo,perso,pperso,deuda_tarj,ptmos_tarj,otrasd,potrasd,adeuda,vdeuda,deuotros,actreales,actfinanc,riquezabr,riquezanet,percriq,pagodeuda,alim,nodur,gvehic,gimpvehic,tvehic,timpvehic,multipr,sex,educ,p2_2,p2_1,pagopr_vivpr,np2_5.1,p2_8,p2_9,p2_33,p2_35_1,p2_35_2,p2_35_3,p2_35a_1,p2_35a_2,p2_35a_3,p2_35a_4,p2_42_1,p2_43,rents,p7_4a,p7_4b,p2_23,p2_24,p2_25,p2_26,p2_39,pagopr_otr,p4_16,p4_40,p4_36,p4_25,s6_sum,s6_sum2,s6_sum3,s6_sum4,s6_sum5,s6_sum6,s6_sum7,s6_sum8,s6b_sum,s6b_sum_rent,p6_81,tipo_auton,direc,p5_1,empre,auton,riquezafin,deuda_vivienda,s6_owner
1994,153.699584608598,1,,2500,3200,,,,,3,1,0,3e+05,0,1,0,0,0,0,18102.12,2,4,2,1,1,1,1,1,0,1,0,1,0,60000,1,1,1,1,650000,2e+05,,0,35000,0,35000,60000,0,0,0,0,0,1,67000,0,0,0,0,0,0,1,67000,67000,950000,98200,1248200,1181200,5,1124,10800,3600,0,0,1,15000,1,1,4,2,2,0,3e+05,,0,2,1,2,,1,5,,,2,0,,,,0,,2,2,162500,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,,1,1,1,0,0,1
1995,651.245013298919,1,,1000,6000,,,,,2,0,0,,0,1,0,0,0,1,40360.8,4,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,240405,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240405,18000,258405,258405,3,0,4800,4800,0,0,1,1500,1,2,4,,3,0,,,0,1,1,,,1,,,,6,0,7200,,,0,,2,,60101.25,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,0,,12000,0,1
1996,1124.1531007254,2,6000,,9000,1800,20000,,,5,1,1,236000,1,1,1,1,0,0,45882.8,5,2,6,3,2,1,1,1,1,1,0,1,0,0,0,0,1,1,930152,648072.8,,40000,40000,0,40000,0,152000,0,0,1,152000,0,0,1,38000,0,0,0,0,1,190000,38000,1014152,110800,1931024.8,1741024.8,5,2137,7200,7200,0,0,1,42071,1,1,11,1,2,1200,236000,1,0,3,2,1,2,1,2,3,3,2,0,,,,0,,2,2,232538,0,250,,,500,0,1,0,0,0,0,0,0,2,2,2,2,1,1,1,3,21800,152000,1
1997,4232.76049954613,1,,800,5000,,,,,1,1,0,141000,1,1,0,0,0,0,52473.8592,5,2,6,3,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,,0,6000,0,6000,0,73000,0,0,1,73000,0,0,0,0,0,0,0,0,1,73000,0,68000,11000,152000,79000,2,388,3000,10200,1,2000,1,2300,0,1,10,1,2,388,141000,1,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,0,73000,0
1998,4316.10741318153,2,1000,,2000,,,,,3,1,1,300506,2,1,0,0,0,0,71195.648,6,3,1,3,1,0,0,1,0,1,0,1,0,0,0,0,1,1,2e+05,0,,0,40000,0,40000,0,0,1,80000,0,0,0,0,0,0,0,0,0,0,1,80000,0,420506,42000,543506,463506,4,730,10320,19680,0,0,1,18030,1,1,12,1,2,0,300506,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,50000,730,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,0,80000,1
1999,7719.3797513871,2,,,240,,,,,1,0,0,,0,1,0,0,0,0,13052,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,240,1,0,2400,12000,0,0,1,2500,0,1,2,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2000,2480.8126347325,1,,500,2814.2,,,,,4,1,0,120000,1,1,0,0,0,0,30559.5512,3.6,3,2,1,2,1,0.8,1,0,0,0,0,0,0,0,0,1,1,0,117345.6,,0,0,0,0,0,1e+05,0,0,1,1e+05,0,0,0,0,0,0,0,0,1,1e+05,0,20000,2814.2,240159.8,140159.8,2.2,690,6192,3408,0,0,1,10000,0,1,3,1,2,690,120000,1,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,1,0,0,0,0,0,0,2,2,1,1,,2,1,2,0,1e+05,0
2001,93.1018501782339,1,5000,1200,13000,,,,,2,1,1,180304,2,1,0,0,0,0,11044,1,5,5,3,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180304,13456,198760,198760,3,0,3000,4200,0,0,1,3000,0,1,10,1,2,0,180304,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2002,3179.95772705973,2,,,1300,,,,,2,1,0,34558.25,0,1,0,0,0,0,23754.64,3,3,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,48081,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,1,100,100,34558.25,49381,83939.25,83839.25,2,100,7200,8400,0,0,1,300,0,1,2,1,2,0,138233,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2003,48.524583629587,1,,600,60000,180000,,,,2,1,0,6e+05,0,1,1,0,0,1,54537.28,5,5,5,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4716478,0,60000,0,0,0,0,0,0,1,180000,0,0,0,0,1,30000,0,0,0,0,1,210000,30000,5136478,3e+05,5616478,5406478,5,1850,9600,26400,1,35000,1,55000,1,1,10,1,2,0,6e+05,,0,11,1,1,1,8,1,8,8,6,11800,39720,,,0,,2,2,1179119.5,1300,8946.6,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,240000,180000,1
2004,1898.00960262483,2,,,25000,,,,,4,0,0,,0,1,0,0,0,0,40172.048,4,2,6,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,240404,402415.6,,0,0,0,0,0,0,1,36000,0,0,0,0,0,0,0,0,0,0,1,36000,0,204404,25000,667819.6,631819.6,4.6,600,12900,7500,0,0,1,24500,1,1,6,,1,0,,,0,2,1,1,,1,4,,,2,0,,,,0,,2,,60101,600,,,,,0,1,0,0,0,0,0,0,2,2,2,1,1,2,1,1,0,36000,1
2005,1577.88254126676,2,,,1000,,,,,4,1,0,390658,1,1,0,0,0,0,83372.16,6,3,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,,0,13822.6,0,13822.6,0,185000,0,0,1,185000,0,0,0,0,1,4500,0,0,1,189500,4500,205658,14822.6,405480.6,215980.6,3,1471,12900,2100,0,0,1,4000,0,1,5,1,2,1381,390658,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,1,0,,0,185000,0
2006,188.272209238104,2,,,4500,20000,,,,3,1,0,210354,2,1,1,0,0,0,43578.62,4,4,5,3,1,0,0,1,1,1,0,1,0,0,0,0,1,1,120202,0,,30000,17000,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330556,71500,402056,402056,4,0,7200,3780,0,0,1,18030,1,1,12,1,2,0,210354,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,30050.5,0,180,,,,0,0,0,1,0,0,0,0,0,0,1,0,,1,0,,20000,0,1
2007,194.227439010133,1,,3000,8000,80000,,,,2,1,0,841417,2,1,1,0,0,1,26222.0704,3,4,6,3,0,0,0,1,0,1,0,1,0,0,0,0,1,1,3e+05,0,80000,0,220000,0,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141417,388000,1529417,1529417,5,0,6000,6000,0,0,1,3000,1,1,10,1,2,0,841417,2,0,2,2,1,,1,1,,,2,0,,,,0,,2,2,75000,0,3000,,,,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,,160000,0,1
2008,3679.43973434606,2,,,7680,,,,,1,1,0,180304,0,1,0,0,0,1,22278.76,3,5,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,19475,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180304,87155,267459,267459,3,0,1800,3600,0,0,0,0,0,1,4,97,2,0,180304,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,19475,0,0
2009,881.086475946,1,3000,700,36061,24040,,,,2,1,1,300506,2,1,1,0,0,0,145312.7352,6,4,1,3,2,0,0,1,0,1,0,1,0,0,0,0,1,1,180304,0,,0,128617,0,128617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480810,188718,672528,672528,5,0,12000,9600,0,0,1,15025,1,1,12,1,2,0,300506,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,45076,0,361,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,24040,0,1
2010,2845.39734875276,2,,,3000,7500,,,,1,1,0,240405,0,1,1,0,0,0,16766.8,2,5,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,108182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240405,118682,359087,359087,4,0,15480,1320,0,0,1,300,0,1,2,1,2,0,240405,,0,,,,,,,,,,0,,,,0,,2,2,0,0,300,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,7500,0,0
2011,6128.32585956332,1,,90,1700,,,,,1,1,0,1e+05,1,1,0,0,0,0,19678.4,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,83633.8,0,0,1,83633.8,0,0,0,0,0,0,0,0,1,83633.8,0,16366.2,1700,101700,18066.2,1,515,2400,1800,0,0,0,0,0,2,5,1,2,515,1e+05,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,83633.8,0
2012,125.133912928207,1,5000,1200,13000,3e+05,,,,3,0,1,,0,1,1,0,0,1,139826.6784,6,3,6,2,3,1,1,1,1,0,0,0,0,0,0,0,1,1,768789,99287.8,7e+05,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768789,1018000,1891076.8,1891076.8,5,0,24000,6000,0,0,1,18000,1,2,6,,1,0,,,0,5,2,1,2,8,1,8,8,4,3000,13445.8,,,0,,2,,192197.25,0,20000,,,,0,1,0,0,0,0,0,0,2,2,1,2,1,2,1,3,1e+06,0,1
2013,423.539180533792,2,,,3000,,,50000,,1,1,0,442575.4,2,1,0,0,1,1,25473.0864,3,5,5,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,384797.2,0,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827372.6,63200,890572.6,890572.6,5,0,4800,3600,0,0,1,4000,1,2,10,1,2,0,442575.4,2,0,5,1,1,1,3,4,4,4,2,0,,,,0,,2,2,96199.3,0,,,500,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,60200,0,1
2014,350.090323798923,1,3000,2000,10300,74000,,,,2,1,1,540911,2,1,1,0,0,0,49396.8,5,5,5,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,516870,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057781,84300,1145081,1145081,5,0,7200,7200,0,0,1,12000,1,1,12,1,2,0,540911,2,0,2,1,1,,1,8,,,2,2500,30000,,,0,,2,2,129217.5,0,13560,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,74000,0,1
2015,3428.69032031638,2,,,14000,,,,,1,0,0,,0,1,0,0,0,1,10040,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114712,114712,114712,2,0,1486.32,4513.68,0,0,0,0,0,1,2,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,100712,0,0
2016,4200.9030025698,1,,300,1500,,,,,1,0,0,,0,1,0,0,0,0,3212.8,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25500,25500,25500,1,0,3600,15600,0,0,1,1000,0,2,12,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2017,21.3229593447708,2,57995.2,,55177.6,253338.8,,,,3,1,1,420708,0,1,1,0,0,1,192789.6864,6,5,6,3,0,1,1,1,0,0,0,0,0,0,0,0,1,1,3125263,3790533,75881,0,0,0,0,0,0,0,0,0,0,0,0,1,638174.2,0,0,0,0,1,638174.2,638174.2,3545971,384397.4,7778896.6,7140722.4,5,4544.4,19694.4,23577.6,1,120202,1,72121,1,1,10,1,2,0,420708,,0,4,1,1,1,1,1,1,1,2,6611,50485,,,0,,2,2,781315.75,0,10980.8,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,3,329219.8,0,1
2018,2490.60206515104,1,,300,5000,,,,,3,1,0,150253,1,1,0,0,0,0,51248.7784,5,2,1,3,2,0,0,1,0,0,0,0,0,0,0,0,1,1,27000,0,,0,0,0,0,0,79000,1,15000,1,79000,0,0,0,0,0,0,0,0,1,94000,0,83253,5000,182253,88253,2,600,3600,7200,0,0,1,2000,1,1,10,1,2,600,150253,1,0,1,1,,,4,,,,2,0,,,,0,,2,2,6750,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,94000,1
2019,339.498998460416,2,,,6000,,,,,1,1,0,601012,0,1,0,0,0,0,16927.44,2,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601012,6000,607012,607012,5,0,3600,1200,0,0,0,0,0,1,2,1,2,0,601012,,0,,,,,,,,,,0,12000,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,,0,0,0
2020,4913.89389992113,1,,9000,9000,,,,,2,1,0,240000,2,1,0,0,0,0,48315.492,5,1,1,3,2,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,,0,2200,0,2200,0,0,0,0,0,0,0,0,1,3600,1,400,0,0,1,4000,4000,240000,11200,251200,247200,3,345,6000,2400,0,0,1,6500,0,1,10,1,2,0,240000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,0,0,0
2021,265.061410227402,1,,250,30051,,,,,2,1,0,150253,2,1,0,0,0,0,19201.0984,2,6,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,60101,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210354,30051,240405,240405,3,0,4800,1200,0,0,0,0,1,2,2,1,2,0,150253,2,0,1,2,,,1,,,,2,0,,,,0,,2,2,15025.25,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,0,,0,0,1
2022,3936.13338046946,2,,,2500,,,,,4,1,0,420708,1,1,0,0,0,0,30120,3.4,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,1,72121,0,,0,0,0,0,0,22009,0,0,1,22009,0,0,0,0,0,0,0,0,1,22009,0,470820,2500,495329,473320,4,300,7740,10260,0,0,1,23000,1,2,6,1,2,300,420708,1,0,1,1,,,3,,,,1,0,,,,0,,2,2,18030.25,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,22009,1
2023,2420.42072102051,1,2000,2500,14000,,,,,3,1,1,150253,2,1,0,0,0,1,20725.572,2,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,90152,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240405,23000,265405,265405,3,0,4800,3600,0,0,1,1000,1,1,4,1,2,0,150253,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,22538,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,9000,0,1
2024,3919.25785765803,1,,600,1194.8,,,,,1,1,0,120202,0,0.6,0,0,0,0,3855.36,1,6,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0.6,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120202,1194.8,121396.8,121396.8,2,0,2400,1200,0,0,1,1000,0,2,4,1,2,0,120202,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,,0,0,0
2025,82.6630746688247,2,,,2000,,,,,2,1,0,6e+05,1,1,0,0,0,0,32730.4,4,6,4,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,15000,0,0,0,0,140000,0,0,1,140000,0,0,0,0,0,0,0,0,1,140000,0,460000,17000,617000,477000,4,1500,7200,9600,0,0,0,0,0,2,10,1,2,1500,6e+05,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,2,0,,2,0,,0,140000,0
2026,3901.38284708219,2,,,1146,,,,,2,1,0,120000,0,1,0,0,0,0,13614.24,2,4,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,,0,720,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,1866,121866,121866,2,0,7200,1800,0,0,1,1500,0,1,2,1,2,0,120000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,0,0,0
2027,4865.64533514828,1,,500,0,,,,,1,1,0,204344,0,0,0,0,0,0,18749.7,2.2,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,0,0,0,0,1,1000,1000,204344,0,204344,203344,3,88,1800,7800,0,0,0,0,0,1,2,1,2,0,204344,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2028,427.16538906415,1,,1200,16731.8,,,,,4,1,0,420708,0,1,0,0,0,1,20873.9632,2.2,2,4,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,300506,0,15000,0,2000,0,2000,0,0,0,0,0,0,0,0,1,22000,0,0,0,0,1,22000,22000,721214,33731.8,754945.8,732945.8,5,240,6000,3600,1,24000,1,26000,1,2,4,1,2,0,420708,,0,1,1,,,1,,,,2,0,,,,0,,2,2,75126.5,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,1,0,,15000,0,1
2029,5566.32056029388,2,,,2000,,,,,3,1,0,120202,0,1,0,0,0,0,22248.64,3,2,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,45076,0,,2792.4,0,44176,44176,0,0,0,0,0,0,0,0,1,18030,0,0,0,0,1,18030,18030,165278,48968.4,214246.4,196216.4,2.6,600,5160,2040,1,33056,1,38461,1,2,2,1,2,0,120202,,0,1,1,,,2,,,,3,0,,,,0,,2,2,22538,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,0,,0,0,1
2030,196.729381820078,1,,1000,22000,670,,,,2,1,0,150253,0,1,1,0,0,0,47983.168,5,6,5,3,0,0,0,1,1,0,0,0,0,0,0,0,1,1,188592.4,0,,104235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338845.4,126905,465750.4,465750.4,4.2,0,8400,7200,0,0,1,1000,1,1,12,1,2,0,150253,,0,3,2,1,1,1,4,4,4,2,0,,,,0,,2,2,47148.1,0,66,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,670,0,1
2031,107.946481354541,2,,,5000,,,,,2,1,0,240405,0,1,0,0,0,0,19076,2,6,5,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,,50000,48081,0,48081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240405,103081,343486,343486,4,0,10320,1680,0,0,0,0,0,1,2,1,2,0,240405,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,1,0,,0,0,0
2032,175.289945545218,1,16329.4,1000,5200,63000,,,,2,0,1,,0,1,1,0,0,1,45151.2856,4.4,5,4,3,0,0,0,1,1,0,0,0,0,0,0,0,1,1,691164,0,180303,161250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691164,409753,1117246.4,1117246.4,5,0,7200,22800,0,0,1,6010,1,2,10,,1,0,,,0,3,2,1,1,1,1,1,1,4,925,9500,,,0,,2,,172791,0,3848.2,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,0,,243303,0,1
2033,42.728803042405,1,12000,1500,30000,3000,,,,1,1,1,250000,0,1,1,0,0,0,21284.8,3,3,1,3,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,,50000,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,89000,351000,351000,4,0,2580,2220,0,0,0,0,0,2,12,2,2,0,250000,,0,,,,,,,,,,0,,,,0,,2,,0,0,200,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,0,,3000,0,0
2034,1243.76518894011,1,,300,5000,,,18030,,3,1,0,360607,1,1,0,0,1,0,41967.2,4,3,1,2,2,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,,0,4000,0,4000,0,90000,0,0,1,90000,0,0,1,3306,0,0,0,0,1,93306,3306,270607,27030,387637,294331,3,960,7200,2400,0,0,1,2500,0,1,6,1,2,560,360607,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,300,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,18030,90000,0
2035,7901.77383023442,2,,,,,,,,5,1,0,138263.4,0,0,0,0,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138263.4,0,138263.4,138263.4,2.4,0,3600,744,0,0,1,200,0,1,2,97,2,0,138263.4,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2036,97.7593449754166,2,,,6000,1e+05,,,,2,0,0,,0,1,1,0,0,1,26104,3,6,5,3,0,0,0,1,1,0,0,0,0,0,0,0,1,1,15025.25,0,75000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15025.25,201000,216025.25,216025.25,3,0,3600,6000,0,0,1,100,1,1,10,,1,0,,,0,1,2,,,3,,,,1,0,,,,0,,2,,15025.25,0,4000,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,,175000,0,1
2037,448.252782110123,1,,2000,2000,,,,,4,1,0,3e+05,1,1,0,0,0,0,38382.1168,4,2,4,2,2,0,0,1,1,0,0,0,0,0,0,0,1,1,841416,0,,2000,0,0,0,0,600,1,60101,1,600,0,0,0,0,0,0,0,0,1,60701,0,1080715,4000,1145416,1084715,5,594,4800,7200,0,0,1,3000,1,1,8,1,2,124,3e+05,1,0,5,1,1,1,1,1,1,1,2,0,,,,0,,2,2,210354,470,,,,,1,0,0,0,1,0,0,0,0,0,1,0,,2,0,,0,60701,1
2038,259.938804515934,1,,450,18000,,,,,2,1,0,360607,2,1,0,0,0,0,26104,3,6,5,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,300506,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661113,18000,679113,679113,5,0,7200,8400,0,0,0,0,1,2,12,1,2,0,360607,2,0,2,1,1,,1,1,,,4,450,,,,0,,2,2,75126.5,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,1
2039,5332.31685143008,1,,2000,1200,,,,,1,0,0,,0,1,0,0,0,0,18072,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,0,0,0,0,1200,0,0,0,0,0,0,0,1,2500,0,0,0,0,1,2500,2500,0,2400,2400,-100,1,286,1800,1800,0,0,1,2000,0,1,4,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2040,1303.42465794822,2,,,20000,,,,,4,1,0,360607,2,1,0,0,0,0,46550.6608,4.4,4,1,2,1,0,0,1,1,1,0,1,0,0,0,0,1,1,120202,0,,20000,9000,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480809,49000,529809,529809,4,0,10320,1680,0,0,1,6000,1,1,6,1,2,0,360607,2,0,2,2,2,,1,1,,,2,0,,,,0,,2,2,30050.5,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,0,0,1
2041,4503.12097469972,2,,,1200,,,,,4,0,0,,0,1,0,0,0,0,18774.8,2,3,1,1,2,0,0,1,1,0,0,0,0,0,0,1,1,1,240405,0,,12000,0,0,0,79000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240405,92200,332605,332605,4,0,5760,840,0,0,1,18000,1,1,2,,1,0,,,0,1,1,,,3,,,,6,0,,,,0,,2,,60101.25,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,1
2042,1308.27159782116,1,,950,19232,,,,,3,1,0,268706.4,0,1,0,0,0,0,37954.0112,4,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268706.4,19232,287938.4,287938.4,3,0,7200,4800,0,0,1,3408.6,0,1,11,1,2,0,268706.4,,0,,,,,,,,,,0,,,,0,,2,1.8,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2043,10910.4203947311,2,,,,,,,,1,1,0,120202,0,0,0,0,0,0,4819.2,1,6,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120202,0,120202,120202,2,0,1800,600,0,0,0,0,0,2,1,1,2,0,120202,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,0,,0,0,0
2044,193.522281482882,1,,2300,6800,,,,,4,1,0,1e+05,2,1,0,0,0,0,27559.8,3,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,50000,2e+05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,6800,356800,356800,4,0,9600,8400,0,0,1,15000,1,1,6,1,2,0,1e+05,2,0,1,1,,,2,,,,3,0,,,,0,,2,2,12500,0,,,,,0,1,0,0,0,0,0,0,2,2,2,2,,2,1,3,0,0,1
