year,regten,bage,mean_renthog,median_renthog,mean_riquezanet,median_riquezanet,ratio_mean_wealth,ratio_median_wealth,ratio_mean_renthog,ratio_median_renthog
2014,Propiedad,Entre 45 y 54 anos,32669.647017184,26138.4,209713.300251677,140950.932,18.6720395972674,276.374376470588,1.29901067204336,1.33359183673469
2014,Propiedad,Entre 55 y 64 anos,38483.785070856,27481.4,357134.581719409,199921.6,31.7978451696461,392.003137254902,1.53019245911564,1.40211224489796
2014,Propiedad,Entre 65 y 74 anos,29480.4495582283,23008.8,369766.593310263,218136.8,32.9225493268669,427.719215686275,1.1722017863441,1.17391836734694
2014,Propiedad,Mayores de 74 anos,17792.9306800304,13020,268268.409839041,138039.7,23.8855540645209,270.666078431373,0.707482600841379,0.664285714285714
2014,Propiedad,Menor de 35 anos,28848.6248889497,23719.8,116078.774573947,49111,10.3351932025574,96.2960784313726,1.14707917060781,1.21019387755102
2017,Alquiler,Entre 35 y 44 anos,25612.164224455,17383.8,24759.9541222478,2053,2.5520170906866,2.51100782778865,1.02421819729606,0.807812412870128
2017,Alquiler,Entre 45 y 54 anos,21474.8524854008,17148.2,38250.5043241177,1833.8,3.94249279625355,2.2429060665362,0.85876907968577,0.796864253982416
2017,Alquiler,Entre 55 y 64 anos,20197.4976877942,15376,41016.4155270982,672.4,4.22757622679938,0.822407045009785,0.807688272275404,0.714511422145393
2017,Alquiler,Entre 65 y 74 anos,23920.4287038446,18737,80710.8906370037,2554,8.31889959461167,3.12377690802348,0.956566502966891,0.870694622576628
2017,Alquiler,Mayores de 74 anos,15208.6940545532,11480,41921.8709062298,2000,4.32090182792889,2.44618395303327,0.608188401076571,0.53346716481719
2017,Alquiler,Menor de 35 anos,25006.5506471875,21519.6,9702.11140536927,817.6,1,1,1,1
2017,Casero,Entre 35 y 44 anos,63647.9433628095,46248.4,381722.948854058,174862,39.3443172217964,213.872309197652,2.54525081290922,2.14912916596963
2017,Casero,Entre 45 y 54 anos,84860.0936565076,53321.6,725105.698965251,303060,74.7368968123751,370.670254403131,3.39351455759661,2.47781557278016
2017,Casero,Entre 55 y 64 anos,61672.133441027,50564.6,776574.904486877,551198.856,80.0418457426814,674.166898238748,2.4662391191471,2.34969980854663
2017,Casero,Entre 65 y 74 anos,58752.5305496871,44543.4,950843.843365341,621710.8,98.0038059384818,760.409491193738,2.34948559593904,2.06989906875593
2017,Casero,Mayores de 74 anos,71259.4190917708,36376,1374285.38737749,771437,141.648073286083,943.538405088063,2.84963008681829,1.69036599193294
2017,Casero,Menor de 35 anos,55791.1906736845,35371,134562.287170826,35135.8,13.869381781821,42.9743150684932,2.2310630306767,1.64366438037882
2017,Cesion,Entre 35 y 44 anos,21840.7402215669,19840,23018.653994243,3200,2.3725406803208,3.91389432485323,0.87340075525464,0.921950222123088
2017,Cesion,Entre 45 y 54 anos,24226.7104348815,19732,65797.8044006294,2611.2,6.78180260476251,3.19373776908023,0.968814562899595,0.916931541478466
2017,Cesion,Entre 55 y 64 anos,24538.7824174642,17996,53988.0028929675,2924.4,5.56456225220109,3.57681017612524,0.981294172222194,0.836260897042696
2017,Cesion,Entre 65 y 74 anos,14749.9827099549,12522.4,80625.8940001496,3000,8.31013896166254,3.6692759295499,0.589844753803095,0.581906726890835
2017,Cesion,Mayores de 74 anos,17369.9036204027,11931.8,53937.3000763739,19506.376,5.55933629524439,23.8580919765166,0.694614137930146,0.554461978847191
2017,Cesion,Menor de 35 anos,14226.1779968671,10975.6,3312.74119554428,504,0.341445388238993,0.616438356164384,0.568898053857227,0.510028067436198
2017,Propiedad,Entre 35 y 44 anos,37226.8357560917,32726.6,150989.612056655,97070.04,15.5625518763983,118.725587084149,1.48868335666593,1.52078105540995
2017,Propiedad,Entre 45 y 54 anos,36829.0081151337,29833.4,236406.393086207,136801.6,24.3664892319601,167.320939334638,1.47277441958097,1.38633617725237
2017,Propiedad,Entre 55 y 64 anos,41793.5886345135,29947,314380.001325186,193031.6,32.4032561769188,236.095401174168,1.67130562004217,1.39161508578226
2017,Propiedad,Entre 65 y 74 anos,32791.7180859947,25592,345897.154103693,196699.8,35.6517400853869,240.581947162427,1.31132512231081,1.18924143571442
2017,Propiedad,Mayores de 74 anos,20451.3898802715,15861.2,313569.008265699,149497.2,32.3196668399588,182.848825831703,0.817841299618495,0.737058309634008
2017,Propiedad,Menor de 35 anos,31927.9744310507,30040,99324.0234523154,71213.8,10.2373616733929,87.1010273972603,1.27678442666948,1.39593672744847
2020,Alquiler,Entre 35 y 44 anos,28294.7706555851,24938.8,20961.7387693864,1200,1.00682707573255,0.4,0.951157836128522,1.03911666666667
2020,Alquiler,Entre 45 y 54 anos,20134.4718906037,17896,20189.2630124426,400,0.969723784064117,0.133333333333333,0.676840994690196,0.745666666666667
2020,Alquiler,Entre 55 y 64 anos,26994.9724031593,21512.4,45157.9073902654,1199.4,2.16900918116313,0.3998,0.907463780140941,0.89635
2020,Alquiler,Entre 65 y 74 anos,19284.4354900031,16031.4,46032.7446499247,300,2.21102906556179,0.1,0.64826614623967,0.667975
2020,Alquiler,Mayores de 74 anos,17761.5751135645,16140.8,132158.154739294,3080,6.34777534126612,1.02666666666667,0.597073627381303,0.672533333333333
2020,Alquiler,Menor de 35 anos,29747.7133456133,24000,20819.6017713717,3000,1,1,1,1
2020,Casero,Entre 35 y 44 anos,71654.8516269125,56656.8,254251.715644773,222890.2,12.2121315497199,74.2967333333333,2.40875158350546,2.3607
2020,Casero,Entre 45 y 54 anos,68693.008463216,60163.2,741513.908765985,383560.1,35.616142753778,127.853366666667,2.30918617727456,2.5068
2020,Casero,Entre 55 y 64 anos,91790.7461677881,65307.6,986357.418337611,682113.5,47.3763825633742,227.371166666667,3.08564040204871,2.72115
2020,Casero,Entre 65 y 74 anos,59422.2682120052,45237.8,966228.998636807,683399,46.4095811844697,227.799666666667,1.9975407024274,1.88490833333333
2020,Casero,Mayores de 74 anos,45917.5703424922,33640,1140637.9824028,790500,54.786733912041,263.5,1.54356638471721,1.40166666666667
2020,Casero,Menor de 35 anos,61319.4812508484,54168.8,552265.522028368,322091,26.5262288920323,107.363666666667,2.06131747131047,2.25703333333333
2020,Cesion,Entre 35 y 44 anos,28826.4184871043,19344,68581.3473879909,1500,3.29407584934187,0.5,0.969029725148779,0.806
2020,Cesion,Entre 45 y 54 anos,19186.6202272242,15239.2,40335.3751546877,5600,1.93737496027188,1.86666666666667,0.644977985511399,0.634966666666667
2020,Cesion,Entre 55 y 64 anos,24852.5008567677,26760,53453.3454501397,10000,2.56745282821122,3.33333333333333,0.835442394110355,1.115
2020,Cesion,Entre 65 y 74 anos,18247.4673320893,14168,53331.1397366936,14652.6,2.56158308513025,4.8842,0.613407394379783,0.590333333333333
2020,Cesion,Mayores de 74 anos,46766.2833412575,14000,214351.221228063,26354.6,10.2956446324929,8.78486666666667,1.57209674565302,0.583333333333333
2020,Cesion,Menor de 35 anos,27321.6386573548,26000,43050.6298433034,6000,2.06779314590449,2,0.918445002475586,1.08333333333333
2020,Propiedad,Entre 35 y 44 anos,40948.5111775204,36725,179911.011516262,106791,8.64142424489844,35.597,1.37652634680772,1.53020833333333
2020,Propiedad,Entre 45 y 54 anos,39077.5873503398,33819,286347.391902654,142423.4,13.7537401073828,47.4744666666667,1.31363331683114,1.409125
2020,Propiedad,Entre 55 y 64 anos,41397.9156304451,32320.6,308019.841101324,177947.14,14.7947037836656,59.3157133333333,1.39163354001291,1.34669166666667
2020,Propiedad,Entre 65 y 74 anos,34111.5771360975,26947.2,335244.10778578,213128.85,16.102330460843,71.04295,1.14669577253835,1.1228
2020,Propiedad,Mayores de 74 anos,24469.0452735394,17568.6,349641.301630109,183373.236,16.7938515572804,61.124412,0.822552140033569,0.732025
2020,Propiedad,Menor de 35 anos,34656.6479562233,34000,116465.646564507,90889.6,5.59403814940659,30.2965333333333,1.16501888913535,1.41666666666667
2022,Alquiler,Entre 35 y 44 anos,27774.4479015859,22847.6,20196.3530806949,1500,0.873457095952202,0.377738604885419,1.02108279439347,0.956366680619506
2022,Alquiler,Entre 45 y 54 anos,25438.9701475135,21072,28722.1485756956,750.6,1.24218290223968,0.189020397884664,0.935222720421098,0.882042695688573
2022,Alquiler,Entre 55 y 64 anos,29833.2375569911,21727.4,54023.0831588777,4460,2.33640425782822,1.12314278519265,1.09677087654215,0.909476768522394
2022,Alquiler,Entre 65 y 74 anos,22913.8187216236,17246,34943.6384748059,2238.2,1.511251504777,0.563636363636364,0.842389599728637,0.721892005023022
2022,Alquiler,Mayores de 74 anos,22038.6990673305,15813.4,93738.5189659162,4441.6,4.05402768646846,1.11850919163939,0.810217236655917,0.661925491837589
2022,Alquiler,Menor de 35 anos,27200.9753313727,23890,23122.3183992543,3971,1,1,1,1
2022,Casero,Entre 35 y 44 anos,71068.7480839266,56869.4,594952.435766288,262696.8,25.7306566535938,66.1538151599094,2.6127279341325,2.38046881540393
2022,Casero,Entre 45 y 54 anos,70444.0879084454,59417.4,659732.32702241,404320,28.5322741271345,101.818181818182,2.58976330996476,2.48712431979908
2022,Casero,Entre 55 y 64 anos,79475.0137672504,53974,1629017.44292524,774834.2,70.452167243652,195.12319315034,2.92177073796272,2.25927166178317
2022,Casero,Entre 65 y 74 anos,64076.4925710214,54899.2,1142258.79842401,765083.2,49.4007036275761,192.667640392848,2.35566893430905,2.29799916282964
2022,Casero,Mayores de 74 anos,64493.4637460378,56131.4,1213975.99578482,676268.3,52.5023475078506,170.301762780156,2.37099820724638,2.34957722896609
2022,Casero,Menor de 35 anos,56457.7691495546,51400,651730.778338884,380604.8,28.1862210823938,95.846084109796,2.07557885192588,2.15152783591461
2022,Cesion,Entre 35 y 44 anos,26145.9246656896,20000,49533.1827715681,12900,2.14222388586974,3.24855200201461,0.96121276340903,0.837170364169108
2022,Cesion,Entre 45 y 54 anos,21988.6987802837,15537,45591.8578759874,7492.98,1.97176844850721,1.88692520775623,0.808379056721643,0.650355797404772
2022,Cesion,Entre 55 y 64 anos,23580.1935063867,19735.6,57880.1236204582,4700,2.50321454021344,1.18358096197431,0.86688779424722,0.826102971954793
2022,Cesion,Entre 65 y 74 anos,26240.0886134079,17673.4,88602.6304890943,32624,3.83190945471764,8.21556283052128,0.964674549119696,0.739782335705316
2022,Cesion,Mayores de 74 anos,17930.8614092311,13294,450186.347843808,54478.3,19.4697754814381,13.7190380256862,0.659199208513314,0.556467141063206
